Name,Location,City,P.O Box,Phone,Mobile,Company page link,Logo url
Al Sirath Restaurant & Grill,Al Qassimia,"Sharjah, UAE",N/A,+97165743422,N/A,https://www.yellowpages-uae.com/al-sirath-restaurant-grill-146603.html,N/A
Al Subat Restaurant,"Al Zahra St, Maysaloon","Sharjah, UAE",N/A,+97165638988,N/A,https://www.yellowpages-uae.com/al-subat-restaurant-147325.html,N/A
Al Sukaria Restaurant & Cafe,"Al Sheebani Building, Al Seba St, Dubai Marina","Dubai, UAE",N/A,+97145530501,N/A,https://www.yellowpages-uae.com/al-sukaria-restaurant-cafe-172956.html,N/A
Al Sultan Restaurant,Defence Rd,"Abu Dhabi, UAE",70070,+97126415035,N/A,https://www.yellowpages-uae.com/al-sultan-restaurant-129563.html,N/A
Al Sultan Restaurant,"Opp Dubai Comml Bank, Al Nakheel","Ras Al Khaimah, UAE",1063,+97172221076,N/A,https://www.yellowpages-uae.com/al-sultan-restaurant-121006.html,N/A
Al Surur Traditional Kitchen,Ras Al Khor,"Dubai, UAE",66743,+97142894328,N/A,https://www.yellowpages-uae.com/al-surur-traditional-kitchen-152407.html,N/A
Al Tabaq Al Zahabi Restaurant,"Opp New Etisalat Building, Near Al Ghubaiba Bus Stn, Bur Dubai","Dubai, UAE",N/A,+97143933812,+971559501917,https://www.yellowpages-uae.com/al-tabaq-al-zahabi-restaurant-172957.html,N/A
Al Taher Restaurant,Corniche Rd,"Ajman, UAE",4683,+97167473569,N/A,https://www.yellowpages-uae.com/al-taher-restaurant-126528.html,N/A
Al Tahi Al Arabic Restaurant LLC,Sahara Mall,"Sharjah, UAE",N/A,+97165251919,N/A,https://www.yellowpages-uae.com/al-tahi-al-arabic-restaurant-llc-151065.html,N/A
Al Taiba Restaurant,"Bhnd Pic & Save S/Market, King Faisal Rd","Sharjah, UAE",4427,+97165598255,N/A,https://www.yellowpages-uae.com/al-taiba-restaurant-136803.html,N/A
Al Taj Restaurant,"Al Baraha, Deira","Dubai, UAE",251792,+97142711273,N/A,https://www.yellowpages-uae.com/al-taj-restaurant-126161.html,N/A
Al Tannour,"Crowne Plaza, Sh zayed road","Dubai, UAE",N/A,+97143311111,N/A,https://www.yellowpages-uae.com/al-tannour-67642.html,N/A
Al Tasamoh Kitchen and Mandi Rest,"Damascus Rd, Al Qusais","Dubai, UAE",48600,+97142676622,N/A,https://www.yellowpages-uae.com/al-tasamoh-kitchen-and-mandi-rest-121346.html,N/A
Al Thahabi Cafeteria,N/A,"Sharjah, UAE",N/A,+97165650164,N/A,https://www.yellowpages-uae.com/al-thahabi-cafeteria-148302.html,N/A
Al Wafa Restaurant,Al Rashidiya 1,"Ajman, UAE",1175,+97167408413,N/A,https://www.yellowpages-uae.com/al-wafa-restaurant-116126.html,N/A
Al Waha International,Qasar Al Sarab Desert Resort,"Abu Dhabi, UAE",N/A,+97128862088,N/A,https://www.yellowpages-uae.com/al-waha-international-175667.html,N/A
Al Wakra Restaurant,"Opp Sana Fashions, Al Qassimia Rd","Sharjah, UAE",63609,+97165396960,N/A,https://www.yellowpages-uae.com/al-wakra-restaurant-118481.html,N/A
Al Waqqas Restaurant,"Opp Taxi Stand, Bur Dubai","Dubai, UAE",52681,+97143933612,+971502082898,https://www.yellowpages-uae.com/al-waqqas-restaurant-172958.html,N/A
Al Yasmeen Al Shami Restaurant,"Near Hilal Bank, Abdul Aziz Rd","Sharjah, UAE",N/A,+97165482240,N/A,https://www.yellowpages-uae.com/al-yasmeen-al-shami-restaurant-147386.html,N/A
Al Yemen Mandi Restaurant,Abu Hail,"Dubai, UAE",N/A,+97142662207,N/A,https://www.yellowpages-uae.com/al-yemen-mandi-restaurant-175347.html,N/A
Al Zad Restaurant,"Damascus Street, Al Qusais","Dubai, UAE",N/A,+97142635470,+971568608155,https://www.yellowpages-uae.com/al-zad-restaurant-175492.html,N/A
Al Zahra Walandaleeb Rest,Deira,"Dubai, UAE",29688,+97142221422,N/A,https://www.yellowpages-uae.com/al-zahra-walandaleeb-rest-135708.html,N/A
Al Zanjabeel Fast Food,King Faisal Street,"Sharjah, UAE",N/A,+97165448817,N/A,https://www.yellowpages-uae.com/al-zanjabeel-fast-food-148181.html,N/A
Allures Coffees,"Oaks Liwa Heights Hotel, JLT","Dubai, UAE",N/A,+97144363434,N/A,https://www.yellowpages-uae.com/allures-coffees-67643.html,N/A
Almanhal Restaurant & Cafeteria LLC,"Al Zahra St, Nasseriya","Sharjah, UAE",N/A,+97165655253,N/A,https://www.yellowpages-uae.com/almanhal-restaurant-cafeteria-llc-148013.html,N/A
Almaz By Momo,Mall of The Emirates,"Dubai, UAE",N/A,+97144098877,N/A,https://www.yellowpages-uae.com/almaz-by-momo-175791.html,N/A
Alpha Restaurant,Al Manakh,"Sharjah, UAE",73116,+971557700860,+971557702400,https://www.yellowpages-uae.com/alpha-restaurant-175369.html,N/A
Alrabee Alshami Bakeries,"King Faisal Rd, Al Qasimiyah","Sharjah, UAE",N/A,+97165756700,N/A,https://www.yellowpages-uae.com/alrabee-alshami-bakeries-175274.html,N/A
Alto Mar,Jumeirah Fishing Harbour,"Dubai, UAE",N/A,+97143435225,N/A,https://www.yellowpages-uae.com/alto-mar-175792.html,N/A
Amala - Jumeirah Zabeel Saray,"Right Wing, Jumeirah Zabeel Saray, Palm Jumeirah","Dubai, UAE",N/A,+97144530000,N/A,https://www.yellowpages-uae.com/amala-jumeirah-zabeel-saray-175793.html,N/A
Amani Pizza,"Beside KM Trading, Salam Street","Abu Dhabi, UAE",N/A,+97124488612,+971552778844,https://www.yellowpages-uae.com/amani-pizza-175510.html,N/A
Amassi International Cuisine and Lounge,Khalidiya,"Abu Dhabi, UAE",37747,+97126810099,N/A,https://www.yellowpages-uae.com/amassi-international-cuisine-and-lounge-133440.html,N/A
Amrutha Restaurant,"Opp Adcb, Mana Rd, Rolla","Sharjah, UAE",21677,+97165325355,N/A,https://www.yellowpages-uae.com/amrutha-restaurant-115932.html,N/A
Amwaj Seafood,Baniyas Island,"Abu Dhabi, UAE",N/A,+97128015400,N/A,https://www.yellowpages-uae.com/amwaj-seafood-175668.html,N/A
Anar,Souk Madinat,"Dubai, UAE",N/A,+97143686505,N/A,https://www.yellowpages-uae.com/anar-175794.html,N/A
Angar,"Yas Viceroy, Yas Island","Abu Dhabi, UAE",N/A,+97126560760,N/A,https://www.yellowpages-uae.com/angar-175669.html,N/A
Anjappar Authentic Chettinad Restaurant,"Behind Commercial Bank Of Dubai, Khalidiya","Abu Dhabi, UAE",37658,+97126667763,N/A,https://www.yellowpages-uae.com/anjappar-authentic-chettinad-restaurant-140480.html,N/A
Anjappar Chettinad Restaurant LLC,"Al Murjan Tower, Near Carrefour, Al Nahda","Dubai, UAE",N/A,+97142578773,N/A,https://www.yellowpages-uae.com/anjappar-chettinad-restaurant-llc-105434.html,N/A
Annam Restaurant,Salam St,"Abu Dhabi, UAE",126587,+97126436088,N/A,https://www.yellowpages-uae.com/annam-restaurant-150959.html,N/A
Ansari Group of Company,"King Abdul Aziz Street, Al Qasimia","Sharjah, UAE",N/A,+97168859635,+971506789325,https://www.yellowpages-uae.com/ansari-group-of-company-181475.html,N/A
Antar Cafeteria,Jumeirah 4,"Dubai, UAE",N/A,+97143955722,N/A,https://www.yellowpages-uae.com/antar-cafeteria-145119.html,N/A
Anwar Restaurant,Hili,"Al Ain, UAE",1676,+97137845811,N/A,https://www.yellowpages-uae.com/anwar-restaurant-115078.html,N/A
Apple Cafe and Restaurant,"3rd Flr, Twin Towers, Baniyas Rd, Deira","Dubai, UAE",42714,+97142274446,N/A,https://www.yellowpages-uae.com/apple-cafe-and-restaurant-130753.html,N/A
Arab Island Restaurant,Hor Al Anz,"Dubai, UAE",N/A,+97142621212,N/A,https://www.yellowpages-uae.com/arab-island-restaurant-103507.html,N/A
Arab Tower Restaurant,Umm Al Nar,"Abu Dhabi, UAE",8879,+97125583738,N/A,https://www.yellowpages-uae.com/arab-tower-restaurant-126538.html,N/A
Arabian Fome Restaurant & Cafeteria,Al Quoz,"Dubai, UAE",N/A,+97143388980,N/A,https://www.yellowpages-uae.com/arabian-fome-restaurant-cafeteria-145501.html,N/A
Arabian House Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97124450949,N/A,https://www.yellowpages-uae.com/arabian-house-restaurant-145636.html,N/A
Arabian Seashell Cafeteria,"Beach Road, Jumeirah 3","Dubai, UAE",N/A,+97143942886,N/A,https://www.yellowpages-uae.com/arabian-seashell-cafeteria-146796.html,N/A
Arman Cafe,"G Floor, Al Maktoum St, Dubai Corniche Hotel & Residence, Al Maktoum St, Deira","Dubai, UAE",181858,+97142292983,N/A,https://www.yellowpages-uae.com/arman-cafe-144052.html,N/A
Aroma Garden Caffe,"Al Amri Bldg, Oud Metha Rd, Karama","Dubai, UAE",30651,+97143368999,N/A,https://www.yellowpages-uae.com/aroma-garden-caffe-129758.html,N/A
Aroma Spicy Restaurant,"Behind Eldorado Cinemas, Electra Street","Abu Dhabi, UAE",N/A,+97126770064,+971504795683,https://www.yellowpages-uae.com/aroma-spicy-restaurant-175533.html,N/A
Arous Al Wadi Restaurant,Al Nahda,"Sharjah, UAE",N/A,+97165363600,N/A,https://www.yellowpages-uae.com/arous-al-wadi-restaurant-148067.html,N/A
Arrows & Sparrows Cafe,"Emaar Business Park, The Greens","Dubai, UAE",N/A,+97145588141,N/A,https://www.yellowpages-uae.com/arrows-sparrows-cafe-175743.html,N/A
Art House Cafe,"Eitihad Modern Art Galley, Al Bateen","Abu Dhabi, UAE",N/A,+97124182466,N/A,https://www.yellowpages-uae.com/art-house-cafe-175610.html,N/A
Arya Bhavan Restaurant,Al Falah St,"Abu Dhabi, UAE",N/A,+97124450909,N/A,https://www.yellowpages-uae.com/arya-bhavan-restaurant-145334.html,N/A
Asfar Restaurant & Coffee Shop,N/A,"Abu Dhabi, UAE",N/A,+97126422217,N/A,https://www.yellowpages-uae.com/asfar-restaurant-coffee-shop-145300.html,N/A
Ashbilia Restaurant,Karama,"Dubai, UAE",50080,+97143969726,N/A,https://www.yellowpages-uae.com/ashbilia-restaurant-112899.html,N/A
Ashrafi Restaurant,"Near Cargo Village, Airport Rd","Dubai, UAE",60825,+97142821718,N/A,https://www.yellowpages-uae.com/ashrafi-restaurant-121551.html,N/A
Asia De Cuba,Corniche Road,"Abu Dhabi, UAE",N/A,+97126993333,N/A,https://www.yellowpages-uae.com/asia-de-cuba-175670.html,N/A
Asian Palace Sharjah Restaurant,"Mubarak Centre, Al Aroba St","Sharjah, UAE",N/A,+97165233505,N/A,https://www.yellowpages-uae.com/asian-palace-sharjah-restaurant-110163.html,N/A
Assia In Work,"The Res Tower 1, Burj Dubai","Dubai, UAE",184512,+97144205225,N/A,https://www.yellowpages-uae.com/assia-in-work-121797.html,N/A
Atayab Public Kitchen and Restaurant,Dibba Wasit,"Dibba, UAE",11757,+97192443644,N/A,https://www.yellowpages-uae.com/atayab-public-kitchen-and-restaurant-59241.html,N/A
Atayeb,"Yas Viceroy, Yas Island","Abu Dhabi, UAE",N/A,+97126560000,N/A,https://www.yellowpages-uae.com/atayeb-175671.html,N/A
Atelier M,Dubai Marina,"Dubai, UAE",N/A,+97144507766,N/A,https://www.yellowpages-uae.com/atelier-m-175795.html,N/A
Athena Greek Cuisine,Abu Dhabi Mall,"Abu Dhabi, UAE",53128,+97126450060,N/A,https://www.yellowpages-uae.com/athena-greek-cuisine-145301.html,N/A
Automatic Restaurant & Grill,"Near ADCB, Corniche Rd","Sharjah, UAE",28977,+97165741222,N/A,https://www.yellowpages-uae.com/automatic-restaurant-and-grill-105246.html,N/A
Avani Restaurant LLC,"Al Dana Centre, Arjaan Food Court, Karama","Dubai, UAE",44056,+97142989142,N/A,https://www.yellowpages-uae.com/avani-restaurant-llc-142518.html,N/A
Avasa Restaurant,Saadiyat Island,"Abu Dhabi, UAE",N/A,+97126742221,N/A,https://www.yellowpages-uae.com/avasa-restaurant-175672.html,N/A
Avon Restaurant,"Gold Souq, Deira","Dubai, UAE",N/A,+97142251827,N/A,https://www.yellowpages-uae.com/avon-restaurant-143133.html,N/A
Awtar Restaurant,TCA,"Abu Dhabi, UAE",4832,+97126441551,N/A,https://www.yellowpages-uae.com/awtar-restaurant-133511.html,N/A
Aysha Restaurant,"Street 33C, Al Mussalla Road, Bur Dubai","Dubai, UAE",N/A,+97143525315,+971528221486,https://www.yellowpages-uae.com/aysha-restaurant-172959.html,N/A
Bab Al Yemen Mandi Restaurant,N/A,"Dubai, UAE",N/A,+97142558787,+971521131120,https://www.yellowpages-uae.com/bab-al-yemen-mandi-restaurant-175326.html,N/A
Bab Deira Restaurant,Abu Shagara Park,"Sharjah, UAE",N/A,+97165344765,+971529132220,https://www.yellowpages-uae.com/bab-deira-restaurant-175371.html,N/A
Bagatelle,"Farimont Hotel, Shk Zayed Road","Dubai, UAE",N/A,+97143545035,N/A,https://www.yellowpages-uae.com/bagatelle-175796.html,N/A
Baguette,Khalifa St,"Abu Dhabi, UAE",27363,+97126276442,N/A,https://www.yellowpages-uae.com/baguette-142513.html,N/A
Baguette Cafe and Restaurant,Corniche,"Abu Dhabi, UAE",2698,+97126273100,N/A,https://www.yellowpages-uae.com/baguette-cafe-and-restaurant-136184.html,N/A
Bait Al Kanafa Restaurant,Deira,"Dubai, UAE",N/A,+97142689900,+971522125599,https://www.yellowpages-uae.com/bait-al-kanafa-restaurant-172960.html,N/A
Bait Al Khetyar Cafeteria,Najdah St,"Abu Dhabi, UAE",N/A,+97126333200,N/A,https://www.yellowpages-uae.com/bait-al-khetyar-cafeteria-147961.html,N/A
Bait Al Mandi Restaurant,Muraqabat,"Dubai, UAE",N/A,+97142629139,N/A,https://www.yellowpages-uae.com/bait-al-mandi-restaurant-107990.html,N/A
Bait Al Wakeel,"Near Bank Of Baroda, Bur Dubai","Dubai, UAE",3919,+97143534870,N/A,https://www.yellowpages-uae.com/antalia-bait-al-wakeel-96359.html,N/A
Bait Karachi and Delhi Biryani Restaurant,"Next to Mega Mall, Abu Shagara","Sharjah, UAE",N/A,+97165734651,N/A,https://www.yellowpages-uae.com/bait-karachi-and-delhi-biryani-restaurant-142767.html,N/A
Baker Street,"G 08, Dubai Gate, JLT","Dubai, UAE",488183,+97143629392,N/A,https://www.yellowpages-uae.com/baker-street-147695.html,N/A
Bakhit Ahmed Bakhit Restaurant,N/A,"Dubai, UAE",N/A,+97142711357,N/A,https://www.yellowpages-uae.com/bakhit-ahmed-bakhit-restaurant-142371.html,N/A
Balad Al Khayvat Restaurant,Near National Paints. Muwailah Rd,"Sharjah, UAE",N/A,+97165427605,N/A,https://www.yellowpages-uae.com/balad-al-khayvat-restaurant-147329.html,N/A
Baladna,N/A,"Abu Dhabi, UAE",N/A,+97126446648,N/A,https://www.yellowpages-uae.com/baladna-146013.html,N/A
Bandar Bride Restaurant,"Murshid Bazar, Deira","Dubai, UAE",112675,+97142254443,N/A,https://www.yellowpages-uae.com/bandar-bride-restaurant-132971.html,N/A
Bandung Restaurant,Baharia St,"Abu Dhabi, UAE",73843,+97126452008,N/A,https://www.yellowpages-uae.com/bandung-restaurant-145479.html,N/A
Bangkok Town Thai Restaurant,"Bhnd Al Massa Cinema, Buhairah Corniche","Sharjah, UAE",38616,+97165568282,N/A,https://www.yellowpages-uae.com/sharjah-bangkok-town-thai-restaurant-122677.html,N/A
Banglore Empire Restaurant LLC,Al Qusais,"Dubai, UAE",N/A,+97142611433,+971505042635,https://www.yellowpages-uae.com/banglore-empire-restaurant-llc-68515.html,N/A
Barasti,"Le Meridian, Mina Seyahi","Dubai, UAE",N/A,+97143993333,N/A,https://www.yellowpages-uae.com/barasti-175797.html,N/A
Barbar Neirut Restaurant & Cafe,Rigga,"Dubai, UAE",N/A,+97142999990,+971502090067,https://www.yellowpages-uae.com/barbar-neirut-restaurant-cafe-175340.html,N/A
Barca Club,Palm Jumeirah,"Dubai, UAE",N/A,+97144393548,N/A,https://www.yellowpages-uae.com/barca-club-152058.html,N/A
Bareburger,Festival City,"Dubai, UAE",N/A,+97143387110,N/A,https://www.yellowpages-uae.com/bareburger-175744.html,N/A
Barouk Restaurant,Yas Island,"Abu Dhabi, UAE",N/A,+97126563000,N/A,https://www.yellowpages-uae.com/barouk-restaurant-175673.html,N/A
Barracuda Restaurant,"Beach Rd, Jumeirah 3","Dubai, UAE",N/A,+97143940408,N/A,https://www.yellowpages-uae.com/barracuda-restaurant-147107.html,N/A
Barzat Tea Time Cafeteria,"Behind Adnoc Main Building, Salam Street","Abu Dhabi, UAE",N/A,+97126261415,+971526795353,https://www.yellowpages-uae.com/barzat-tea-time-cafeteria-175525.html,N/A
Bateaux Dubai,Jumeirah,"Dubai, UAE",26500,+97143994994,N/A,https://www.yellowpages-uae.com/bateaux-dubai-149388.html,N/A
Bawabat Demashq Restaurant,Al Muraqabat St,"Dubai, UAE",N/A,+97100 544745,N/A,https://www.yellowpages-uae.com/bawabat-demashq-restaurant-175333.html,N/A
Bay Leaf (Indian Cuisine),"Bhnd Lulu, Al Barsha","Dubai, UAE",38404,+97143235265,N/A,https://www.yellowpages-uae.com/bay-leaf-indian-cuisine--125437.html,N/A
Bay Leaf Indian Coastal Cuisine,"Opp Lamcy Plaza, Oud Metha","Dubai, UAE",N/A,+97143583962,N/A,https://www.yellowpages-uae.com/bay-leaf-indian-coastal-cuisine-67654.html,N/A
Bazerkan Lebanese Restaurant,N/A,"Dubai, UAE",N/A,+97143397750,N/A,https://www.yellowpages-uae.com/bazerkan-lebanese-restaurant-145637.html,N/A
Bazxar,DIFC,"Dubai, UAE",N/A,+97143551111,N/A,https://www.yellowpages-uae.com/bazxar-175798.html,N/A
BBQ Al Qasr,"Emirates Palace, Al Ras Al Akhdar","Abu Dhabi, UAE",N/A,+97126907999,N/A,https://www.yellowpages-uae.com/bbq-al-qasr-175733.html,N/A
BBQ Tonight,Satwa,"Dubai, UAE",N/A,+97143425272,N/A,https://www.yellowpages-uae.com/bbq-tonight-175745.html,N/A
Beach House Restaurant,Saadiyat Island,"Abu Dhabi, UAE",N/A,+97124071234,N/A,https://www.yellowpages-uae.com/beach-house-restaurant-175674.html,N/A
Beauty Restaurant,Bidiya Area,"Dibba, UAE",18128,+97192388563,N/A,https://www.yellowpages-uae.com/beauty-restaurant-21840.html,N/A
Beijing Chinese Restaurant,"Near Al Mamzar Centre, Abu Hail","Dubai, UAE",24365,+97143437674,+971555050865,https://www.yellowpages-uae.com/beijing-chinese-restaurant-175319.html,N/A
Beiutna Restaurant & Cafe,Garhoud,"Dubai, UAE",6433,+97142947744,N/A,https://www.yellowpages-uae.com/beiutna-restaurant-cafe-162187.html,N/A
Bel Mondo Cafe and Restaurant,Hamdan St,"Abu Dhabi, UAE",47401,+97126763867,N/A,https://www.yellowpages-uae.com/bel-mondo-cafe-and-restaurant-118412.html,N/A
Beldian Cafe,"Inter Continental, Al Bateen","Abu Dhabi, UAE",N/A,+97126666888,N/A,https://www.yellowpages-uae.com/beldian-cafe-175675.html,N/A
Belgian Beer Cafe,Souk Madinat,"Dubai, UAE",N/A,+97144470227,N/A,https://www.yellowpages-uae.com/belgian-beer-cafe-175799.html,N/A
Bengre Kamat Restaurant LLC,"Near Dolphin Hotel Apartments, Bur Dubai","Dubai, UAE",43261,+97143553611,N/A,https://www.yellowpages-uae.com/bengre-kamat-restaurant-llc-172961.html,N/A
Benjarong,"Dusit Thani Dubai, Sh zayed road","Dubai, UAE",N/A,+97143080000,N/A,https://www.yellowpages-uae.com/benjarong-67656.html,N/A
Bently Bristo & Bar,"The Galleria, Al Maryah Island","Abu Dhabi, UAE",N/A,+97126262131,N/A,https://www.yellowpages-uae.com/bently-bristo-bar-175676.html,N/A
Bentoya Kitchen,Sh Zayed Rd,"Dubai, UAE",N/A,+97143430222,N/A,https://www.yellowpages-uae.com/bentoya-kitchen-147962.html,N/A
Bertin,"Al Manara, Shk Zayed Road","Dubai, UAE",N/A,+97143219239,N/A,https://www.yellowpages-uae.com/bertin-175800.html,N/A
Berts Cafe,The Greens,"Dubai, UAE",N/A,+97143619292,N/A,https://www.yellowpages-uae.com/berts-cafe-175746.html,N/A
Bhavana Restaurant,Electra St,"Abu Dhabi, UAE",N/A,+97126334342,N/A,https://www.yellowpages-uae.com/bhavana-restaurant-145576.html,N/A
Biancorosso,"Y Tower, Muroor Road, Al Nahyan","Abu Dhabi, UAE",40437,+97126584244,N/A,https://www.yellowpages-uae.com/biancorosso-175609.html,N/A
Big Bite Restaurant,Near Abu Shagara Park,"Sharjah, UAE",N/A,+97165595643,+971506982807,https://www.yellowpages-uae.com/big-bite-restaurant-175581.html,N/A
Big Gate Restaurant & Cafeteria,"Nakheel Rd, Deira","Dubai, UAE",N/A,+97142212215,+971562775657,https://www.yellowpages-uae.com/big-gate-restaurant-cafeteria-175217.html,N/A
Big Smoke Burger,Al Wasl Road,"Dubai, UAE",N/A,+97143436533,N/A,https://www.yellowpages-uae.com/big-smoke-burger-175625.html,N/A
Bilad Al Rafidain Used Car LLC,N/A,"Sharjah, UAE",2560,+97165424667,N/A,https://www.yellowpages-uae.com/bilad-al-rafidain-used-car-llc-148207.html,N/A
Billionaire Mansion,"Taj Dubai, Business Bay","Dubai, UAE",N/A,+97145103100,N/A,https://www.yellowpages-uae.com/billionaire-mansion-175801.html,N/A
Bin Hindi Restaurant,"R/A 8, Near Al Badia Rest, Jebel Ali Free Zone","Jebel Ali, UAE",17280,+97148836620,N/A,https://www.yellowpages-uae.com/bin-hindi-restaurant-123544.html,N/A
Biriyani House Restaurant,Ajman-Sharjah Rd,"Sharjah, UAE",4551,+97167432136,N/A,https://www.yellowpages-uae.com/biriyani-house-restaurant-138537.html,N/A
Biriyani Hut Restaurant LLC,Madinat Zayed,"Abu Dhabi, UAE",105329,+97126332112,N/A,https://www.yellowpages-uae.com/biriyani-hut-restaurant-llc-145577.html,N/A
Biriyani Pot,Jumeirah,"Dubai, UAE",N/A,+97143382277,N/A,https://www.yellowpages-uae.com/biriyani-pot-175542.html,N/A
Biryani Centre Restaurant,"Shabiya M 10, Musaffah","Abu Dhabi, UAE",N/A,+97125550888,+971558585842,https://www.yellowpages-uae.com/biryani-centre-restaurant-173173.html,N/A
Biryani Hut Restaurant LLC,"Fathima Bldg, Near Madina Mall, Muhaisnah","Dubai, UAE",N/A,+97142344885,+971528833248,https://www.yellowpages-uae.com/biryani-hut-restaurant-llc-175276.html,N/A
Biryani Times Restaurant,N/A,"Dubai, UAE",N/A,+97142886658,+971524240324,https://www.yellowpages-uae.com/biryani-times-restaurant-175257.html,N/A
Bisaya Restaurant,Qusais,"Dubai, UAE",N/A,+97143709588,+971504759339,https://www.yellowpages-uae.com/bisaya-restaurant-175271.html,N/A
Bistro Des Arts,Dubai Marina,"Dubai, UAE",N/A,+97145511576,N/A,https://www.yellowpages-uae.com/bistro-des-arts-175802.html,N/A
BiteRite,Muroor Rd,"Abu Dhabi, UAE",37005,+97126411660,N/A,https://www.yellowpages-uae.com/biterite-105444.html,N/A
Black Pearl (Al Raha Beach Hotel),N/A,"Abu Dhabi, UAE",N/A,+97125080555,N/A,https://www.yellowpages-uae.com/black-pearl-al-raha-beach-hotel--150704.html,N/A
Black Tap,Madinat Jumeirah,"Dubai, UAE",N/A,+97144229904,N/A,https://www.yellowpages-uae.com/black-tap-175804.html,N/A
